car: retangulo: - x:9750.000000 - y:0.000000 - w:11700.000000 - h:2724.000000
cep quadra:b8-1.76, area: 9696.000000
cep quadra:b8-19.208, area: 24676320.000000
cep quadra:b8-19.209, area: 24686016.000000
cep quadra:b8-20.76, area: 24695712.000000
cep quadra:b8-20.77, area: 24705408.000000
cep quadra:b8-20.78, area: 24715104.000000
cep quadra:b8-20.79, area: 24724800.000000
cep quadra:b8-20.80, area: 24734496.000000
cep quadra:b8-20.81, area: 24744192.000000
cep quadra:b8-20.82, area: 24753888.000000
cep quadra:b8-20.83, area: 24763584.000000
cep quadra:b8-20.84, area: 24773280.000000
cep quadra:b8-20.85, area: 24782976.000000
cep quadra:b8-20.86, area: 24792672.000000
cep quadra:b8-20.87, area: 24802368.000000
cep quadra:b8-20.88, area: 24812064.000000
cep quadra:b8-20.89, area: 24821760.000000
cep quadra:b8-20.90, area: 24831456.000000
cep quadra:b8-20.91, area: 24841152.000000
cep quadra:b8-20.92, area: 24850848.000000
cep quadra:b8-20.93, area: 24860544.000000
cep quadra:b8-20.94, area: 24870240.000000
cep quadra:b8-20.95, area: 24879936.000000
cep quadra:b8-20.96, area: 24889632.000000
cep quadra:b8-20.97, area: 24899328.000000
cep quadra:b8-20.98, area: 24909024.000000
cep quadra:b8-20.99, area: 24918720.000000
cep quadra:b8-20.100, area: 24928416.000000
cep quadra:b8-20.101, area: 24938112.000000
cep quadra:b8-20.102, area: 24947808.000000
cep quadra:b8-20.103, area: 24957504.000000
cep quadra:b8-20.104, area: 24967200.000000
cep quadra:b8-20.105, area: 24976896.000000
cep quadra:b8-20.106, area: 24986592.000000
cep quadra:b8-20.107, area: 24996288.000000
cep quadra:b8-20.108, area: 25005984.000000
cep quadra:b8-20.109, area: 25015680.000000
cep quadra:b8-20.110, area: 25025376.000000
cep quadra:b8-20.111, area: 25035072.000000
cep quadra:b8-20.112, area: 25044768.000000
cep quadra:b8-20.113, area: 25054464.000000
cep quadra:b8-20.114, area: 25064160.000000
cep quadra:b8-20.115, area: 25073856.000000
cep quadra:b8-20.116, area: 25083552.000000
cep quadra:b8-20.117, area: 25093248.000000
cep quadra:b8-20.118, area: 25102944.000000
cep quadra:b8-20.119, area: 25112640.000000
cep quadra:b8-20.120, area: 25122336.000000
cep quadra:b8-20.121, area: 25132032.000000
cep quadra:b8-20.122, area: 25141728.000000
cep quadra:b8-20.123, area: 25151424.000000
cep quadra:b8-20.124, area: 25161120.000000
cep quadra:b8-20.125, area: 25170816.000000
cep quadra:b8-20.126, area: 25180512.000000
cep quadra:b8-20.127, area: 25190208.000000
cep quadra:b8-20.128, area: 25199904.000000
cep quadra:b8-20.129, area: 25209600.000000
cep quadra:b8-20.130, area: 25219296.000000
cep quadra:b8-20.131, area: 25228992.000000
cep quadra:b8-20.132, area: 25238688.000000
cep quadra:b8-20.133, area: 25248384.000000
cep quadra:b8-20.134, area: 25258080.000000
cep quadra:b8-20.135, area: 25267776.000000
cep quadra:b8-20.136, area: 25277472.000000
cep quadra:b8-20.137, area: 25287168.000000
cep quadra:b8-20.138, area: 25296864.000000
cep quadra:b8-20.139, area: 25306560.000000
cep quadra:b8-20.140, area: 25316256.000000
cep quadra:b8-20.141, area: 25325952.000000
cep quadra:b8-20.142, area: 25335648.000000
cep quadra:b8-20.143, area: 25345344.000000
cep quadra:b8-20.144, area: 25355040.000000
cep quadra:b8-20.145, area: 25364736.000000
cep quadra:b8-20.146, area: 25374432.000000
cep quadra:b8-20.147, area: 25384128.000000
cep quadra:b8-20.148, area: 25393824.000000
cep quadra:b8-20.149, area: 25403520.000000
cep quadra:b8-20.150, area: 25413216.000000
cep quadra:b8-20.151, area: 25422912.000000
cep quadra:b8-20.152, area: 25432608.000000
cep quadra:b8-20.153, area: 25442304.000000
cep quadra:b8-20.154, area: 25452000.000000
cep quadra:b8-20.155, area: 25461696.000000
cep quadra:b8-20.156, area: 25471392.000000
cep quadra:b8-20.157, area: 25481088.000000
cep quadra:b8-20.158, area: 25490784.000000
cep quadra:b8-20.159, area: 25500480.000000
cep quadra:b8-20.160, area: 25510176.000000
cep quadra:b8-20.161, area: 25519872.000000
cep quadra:b8-20.162, area: 25529568.000000
cep quadra:b8-20.163, area: 25539264.000000
cep quadra:b8-20.164, area: 25548960.000000
cep quadra:b8-20.165, area: 25558656.000000
cep quadra:b8-20.166, area: 25568352.000000
cep quadra:b8-20.167, area: 25578048.000000
cep quadra:b8-20.168, area: 25587744.000000
cep quadra:b8-20.169, area: 25597440.000000
cep quadra:b8-20.170, area: 25607136.000000
cep quadra:b8-20.171, area: 25616832.000000
cep quadra:b8-20.172, area: 25626528.000000
cep quadra:b8-20.173, area: 25636224.000000
cep quadra:b8-20.174, area: 25645920.000000
cep quadra:b8-20.175, area: 25655616.000000
cep quadra:b8-20.176, area: 25665312.000000
cep quadra:b8-20.177, area: 25675008.000000
cep quadra:b8-20.178, area: 25684704.000000
cep quadra:b8-20.179, area: 25694400.000000
cep quadra:b8-20.180, area: 25704096.000000
cep quadra:b8-20.181, area: 25713792.000000
cep quadra:b8-20.182, area: 25723488.000000
cep quadra:b8-20.183, area: 25733184.000000
cep quadra:b8-20.184, area: 25742880.000000
cep quadra:b8-20.185, area: 25752576.000000
cep quadra:b8-20.186, area: 25762272.000000
cep quadra:b8-20.187, area: 25771968.000000
cep quadra:b8-20.188, area: 25781664.000000
cep quadra:b8-20.189, area: 25791360.000000
cep quadra:b8-20.190, area: 25801056.000000
cep quadra:b8-20.191, area: 25810752.000000
cep quadra:b8-20.192, area: 25820448.000000
cep quadra:b8-20.193, area: 25830144.000000
cep quadra:b8-20.194, area: 25839840.000000
cep quadra:b8-20.195, area: 25849536.000000
cep quadra:b8-20.196, area: 25859232.000000
cep quadra:b8-20.197, area: 25868928.000000
cep quadra:b8-20.198, area: 25878624.000000
cep quadra:b8-20.199, area: 25888320.000000
cep quadra:b8-20.200, area: 25898016.000000
cep quadra:b8-20.201, area: 25907712.000000
cep quadra:b8-20.202, area: 25917408.000000
cep quadra:b8-20.203, area: 25927104.000000
cep quadra:b8-20.204, area: 25936800.000000
cep quadra:b8-20.205, area: 25946496.000000
cep quadra:b8-20.206, area: 25956192.000000
cep quadra:b8-20.207, area: 25965888.000000
cep quadra:b8-20.208, area: 25975584.000000
cep quadra:b8-20.209, area: 25985280.000000
cep quadra:b8-21.76, area: 25994976.000000
cep quadra:b8-21.77, area: 26004672.000000
cep quadra:b8-21.78, area: 26014368.000000
cep quadra:b8-21.79, area: 26024064.000000
cep quadra:b8-21.80, area: 26033760.000000
cep quadra:b8-21.81, area: 26043456.000000
cep quadra:b8-21.82, area: 26053152.000000
cep quadra:b8-21.83, area: 26062848.000000
cep quadra:b8-21.84, area: 26072544.000000
cep quadra:b8-21.85, area: 26082240.000000
cep quadra:b8-21.86, area: 26091936.000000
cep quadra:b8-21.87, area: 26101632.000000
cep quadra:b8-21.88, area: 26111328.000000
cep quadra:b8-21.89, area: 26121024.000000
cep quadra:b8-21.90, area: 26130720.000000
cep quadra:b8-21.91, area: 26140416.000000
cep quadra:b8-21.92, area: 26150112.000000
cep quadra:b8-21.93, area: 26159808.000000
cep quadra:b8-21.94, area: 26169504.000000
cep quadra:b8-21.95, area: 26179200.000000
cep quadra:b8-21.96, area: 26188896.000000
cep quadra:b8-21.97, area: 26198592.000000
cep quadra:b8-21.98, area: 26208288.000000
cep quadra:b8-21.99, area: 26217984.000000
cep quadra:b8-21.100, area: 26227680.000000
cep quadra:b8-21.101, area: 26237376.000000
cep quadra:b8-21.102, area: 26247072.000000
cep quadra:b8-21.103, area: 26256768.000000
cep quadra:b8-21.104, area: 26266464.000000
cep quadra:b8-21.105, area: 26276160.000000
cep quadra:b8-21.106, area: 26285856.000000
cep quadra:b8-21.107, area: 26295552.000000
cep quadra:b8-21.108, area: 26305248.000000
cep quadra:b8-21.109, area: 26314944.000000
cep quadra:b8-21.110, area: 26324640.000000
cep quadra:b8-21.111, area: 26334336.000000
cep quadra:b8-21.112, area: 26344032.000000
cep quadra:b8-21.113, area: 26353728.000000
cep quadra:b8-21.114, area: 26363424.000000
cep quadra:b8-21.115, area: 26373120.000000
cep quadra:b8-21.116, area: 26382816.000000
cep quadra:b8-21.117, area: 26392512.000000
cep quadra:b8-21.118, area: 26402208.000000
cep quadra:b8-21.119, area: 26411904.000000
cep quadra:b8-21.120, area: 26421600.000000
cep quadra:b8-21.121, area: 26431296.000000
cep quadra:b8-21.122, area: 26440992.000000
cep quadra:b8-21.123, area: 26450688.000000
cep quadra:b8-21.124, area: 26460384.000000
cep quadra:b8-21.125, area: 26470080.000000
cep quadra:b8-21.126, area: 26479776.000000
cep quadra:b8-21.127, area: 26489472.000000
cep quadra:b8-21.128, area: 26499168.000000
cep quadra:b8-21.129, area: 26508864.000000
cep quadra:b8-21.130, area: 26518560.000000
cep quadra:b8-21.131, area: 26528256.000000
cep quadra:b8-21.132, area: 26537952.000000
cep quadra:b8-21.133, area: 26547648.000000
cep quadra:b8-21.134, area: 26557344.000000
cep quadra:b8-21.135, area: 26567040.000000
cep quadra:b8-21.136, area: 26576736.000000
cep quadra:b8-21.137, area: 26586432.000000
cep quadra:b8-21.138, area: 26596128.000000
cep quadra:b8-21.139, area: 26605824.000000
cep quadra:b8-21.140, area: 26615520.000000
cep quadra:b8-21.141, area: 26625216.000000
cep quadra:b8-21.142, area: 26634912.000000
cep quadra:b8-21.143, area: 26644608.000000
cep quadra:b8-21.144, area: 26654304.000000
cep quadra:b8-21.145, area: 26664000.000000
cep quadra:b8-21.146, area: 26673696.000000
cep quadra:b8-21.147, area: 26683392.000000
cep quadra:b8-21.148, area: 26693088.000000
cep quadra:b8-21.149, area: 26702784.000000
cep quadra:b8-21.150, area: 26712480.000000
cep quadra:b8-21.151, area: 26722176.000000
cep quadra:b8-21.152, area: 26731872.000000
cep quadra:b8-21.153, area: 26741568.000000
cep quadra:b8-21.154, area: 26751264.000000
cep quadra:b8-21.155, area: 26760960.000000
cep quadra:b8-21.156, area: 26770656.000000
cep quadra:b8-21.157, area: 26780352.000000
cep quadra:b8-21.158, area: 26790048.000000
cep quadra:b8-21.159, area: 26799744.000000
cep quadra:b8-21.160, area: 26809440.000000
cep quadra:b8-21.161, area: 26819136.000000
cep quadra:b8-21.162, area: 26828832.000000
cep quadra:b8-21.163, area: 26838528.000000
cep quadra:b8-21.164, area: 26848224.000000
cep quadra:b8-21.165, area: 26857920.000000
cep quadra:b8-21.166, area: 26867616.000000
cep quadra:b8-21.167, area: 26877312.000000
cep quadra:b8-21.168, area: 26887008.000000
cep quadra:b8-21.169, area: 26896704.000000
cep quadra:b8-21.170, area: 26906400.000000
cep quadra:b8-21.171, area: 26916096.000000
cep quadra:b8-21.172, area: 26925792.000000
cep quadra:b8-21.173, area: 26935488.000000
cep quadra:b8-21.174, area: 26945184.000000
cep quadra:b8-21.175, area: 26954880.000000
cep quadra:b8-21.176, area: 26964576.000000
cep quadra:b8-21.177, area: 26974272.000000
cep quadra:b8-21.178, area: 26983968.000000
cep quadra:b8-21.179, area: 26993664.000000
cep quadra:b8-21.180, area: 27003360.000000
cep quadra:b8-21.181, area: 27013056.000000
cep quadra:b8-21.182, area: 27022752.000000
cep quadra:b8-21.183, area: 27032448.000000
cep quadra:b8-21.184, area: 27042144.000000
cep quadra:b8-21.185, area: 27051840.000000
cep quadra:b8-21.186, area: 27061536.000000
cep quadra:b8-21.187, area: 27071232.000000
cep quadra:b8-21.188, area: 27080928.000000
cep quadra:b8-21.189, area: 27090624.000000
cep quadra:b8-21.190, area: 27100320.000000
cep quadra:b8-21.191, area: 27110016.000000
cep quadra:b8-21.192, area: 27119712.000000
cep quadra:b8-21.193, area: 27129408.000000
cep quadra:b8-21.194, area: 27139104.000000
cep quadra:b8-21.195, area: 27148800.000000
cep quadra:b8-21.196, area: 27158496.000000
cep quadra:b8-21.197, area: 27168192.000000
cep quadra:b8-21.198, area: 27177888.000000
cep quadra:b8-21.199, area: 27187584.000000
cep quadra:b8-21.200, area: 27197280.000000
cep quadra:b8-21.201, area: 27206976.000000
cep quadra:b8-21.202, area: 27216672.000000
cep quadra:b8-21.203, area: 27226368.000000
cep quadra:b8-21.204, area: 27236064.000000
cep quadra:b8-21.205, area: 27245760.000000
cep quadra:b8-21.206, area: 27255456.000000
cep quadra:b8-21.207, area: 27265152.000000
cep quadra:b8-21.208, area: 27274848.000000
cep quadra:b8-21.209, area: 27284544.000000
cep quadra:b8-22.76, area: 27294240.000000
cep quadra:b8-22.77, area: 27303936.000000
cep quadra:b8-22.78, area: 27313632.000000
cep quadra:b8-22.79, area: 27323328.000000
cep quadra:b8-22.80, area: 27333024.000000
cep quadra:b8-22.81, area: 27342720.000000
cep quadra:b8-22.82, area: 27352416.000000
cep quadra:b8-22.83, area: 27362112.000000
cep quadra:b8-22.84, area: 27371808.000000
cep quadra:b8-22.85, area: 27381504.000000
cep quadra:b8-22.86, area: 27391200.000000
cep quadra:b8-22.87, area: 27400896.000000
cep quadra:b8-22.88, area: 27410592.000000
cep quadra:b8-22.89, area: 27420288.000000
cep quadra:b8-22.90, area: 27429984.000000
cep quadra:b8-22.91, area: 27439680.000000
cep quadra:b8-22.92, area: 27449376.000000
cep quadra:b8-22.93, area: 27459072.000000
cep quadra:b8-22.94, area: 27468768.000000
cep quadra:b8-22.95, area: 27478464.000000
cep quadra:b8-22.96, area: 27488160.000000
cep quadra:b8-22.97, area: 27497856.000000
cep quadra:b8-22.98, area: 27507552.000000
cep quadra:b8-22.99, area: 27517248.000000
cep quadra:b8-22.100, area: 27526944.000000
cep quadra:b8-22.101, area: 27536640.000000
cep quadra:b8-22.102, area: 27546336.000000
cep quadra:b8-22.103, area: 27556032.000000
cep quadra:b8-22.104, area: 27565728.000000
cep quadra:b8-22.105, area: 27575424.000000
cep quadra:b8-22.106, area: 27585120.000000
cep quadra:b8-22.107, area: 27594816.000000
cep quadra:b8-22.108, area: 27604512.000000
cep quadra:b8-22.109, area: 27614208.000000
cep quadra:b8-22.110, area: 27623904.000000
cep quadra:b8-22.111, area: 27633600.000000
cep quadra:b8-22.112, area: 27643296.000000
cep quadra:b8-22.113, area: 27652992.000000
cep quadra:b8-22.114, area: 27662688.000000
cep quadra:b8-22.115, area: 27672384.000000
cep quadra:b8-22.116, area: 27682080.000000
cep quadra:b8-22.117, area: 27691776.000000
cep quadra:b8-22.118, area: 27701472.000000
cep quadra:b8-22.119, area: 27711168.000000
cep quadra:b8-22.120, area: 27720864.000000
cep quadra:b8-22.121, area: 27730560.000000
cep quadra:b8-22.122, area: 27740256.000000
cep quadra:b8-22.123, area: 27749952.000000
cep quadra:b8-22.124, area: 27759648.000000
cep quadra:b8-22.125, area: 27769344.000000
cep quadra:b8-22.126, area: 27779040.000000
cep quadra:b8-22.127, area: 27788736.000000
cep quadra:b8-22.128, area: 27798432.000000
cep quadra:b8-22.129, area: 27808128.000000
cep quadra:b8-22.130, area: 27817824.000000
cep quadra:b8-22.131, area: 27827520.000000
cep quadra:b8-22.132, area: 27837216.000000
cep quadra:b8-22.133, area: 27846912.000000
cep quadra:b8-22.134, area: 27856608.000000
cep quadra:b8-22.135, area: 27866304.000000
cep quadra:b8-22.136, area: 27876000.000000
cep quadra:b8-22.137, area: 27885696.000000
cep quadra:b8-22.138, area: 27895392.000000
cep quadra:b8-22.139, area: 27905088.000000
cep quadra:b8-22.140, area: 27914784.000000
cep quadra:b8-22.141, area: 27924480.000000
cep quadra:b8-22.142, area: 27934176.000000
cep quadra:b8-22.143, area: 27943872.000000
cep quadra:b8-22.144, area: 27953568.000000
cep quadra:b8-22.145, area: 27963264.000000
cep quadra:b8-22.146, area: 27972960.000000
cep quadra:b8-22.147, area: 27982656.000000
cep quadra:b8-22.148, area: 27992352.000000
cep quadra:b8-22.149, area: 28002048.000000
cep quadra:b8-22.150, area: 28011744.000000
cep quadra:b8-22.151, area: 28021440.000000
cep quadra:b8-22.152, area: 28031136.000000
cep quadra:b8-22.153, area: 28040832.000000
cep quadra:b8-22.154, area: 28050528.000000
cep quadra:b8-22.155, area: 28060224.000000
cep quadra:b8-22.156, area: 28069920.000000
cep quadra:b8-22.157, area: 28079616.000000
cep quadra:b8-22.158, area: 28089312.000000
cep quadra:b8-22.159, area: 28099008.000000
cep quadra:b8-22.160, area: 28108704.000000
cep quadra:b8-22.161, area: 28118400.000000
cep quadra:b8-22.162, area: 28128096.000000
cep quadra:b8-22.163, area: 28137792.000000
cep quadra:b8-22.164, area: 28147488.000000
cep quadra:b8-22.165, area: 28157184.000000
cep quadra:b8-22.166, area: 28166880.000000
cep quadra:b8-22.167, area: 28176576.000000
cep quadra:b8-22.168, area: 28186272.000000
cep quadra:b8-22.169, area: 28195968.000000
cep quadra:b8-22.170, area: 28205664.000000
cep quadra:b8-22.171, area: 28215360.000000
cep quadra:b8-22.172, area: 28225056.000000
cep quadra:b8-22.173, area: 28234752.000000
cep quadra:b8-22.174, area: 28244448.000000
cep quadra:b8-22.175, area: 28254144.000000
cep quadra:b8-22.176, area: 28263840.000000
cep quadra:b8-22.177, area: 28273536.000000
cep quadra:b8-22.178, area: 28283232.000000
cep quadra:b8-22.179, area: 28292928.000000
cep quadra:b8-22.180, area: 28302624.000000
cep quadra:b8-22.181, area: 28312320.000000
cep quadra:b8-22.182, area: 28322016.000000
cep quadra:b8-22.183, area: 28331712.000000
cep quadra:b8-22.184, area: 28341408.000000
cep quadra:b8-22.185, area: 28351104.000000
cep quadra:b8-22.186, area: 28360800.000000
cep quadra:b8-22.187, area: 28370496.000000
cep quadra:b8-22.188, area: 28380192.000000
cep quadra:b8-22.189, area: 28389888.000000
cep quadra:b8-22.190, area: 28399584.000000
cep quadra:b8-22.191, area: 28409280.000000
cep quadra:b8-22.192, area: 28418976.000000
cep quadra:b8-22.193, area: 28428672.000000
cep quadra:b8-22.194, area: 28438368.000000
cep quadra:b8-22.195, area: 28448064.000000
cep quadra:b8-22.196, area: 28457760.000000
cep quadra:b8-22.197, area: 28467456.000000
cep quadra:b8-22.198, area: 28477152.000000
cep quadra:b8-22.199, area: 28486848.000000
cep quadra:b8-22.200, area: 28496544.000000
cep quadra:b8-22.201, area: 28506240.000000
cep quadra:b8-22.202, area: 28515936.000000
cep quadra:b8-22.203, area: 28525632.000000
cep quadra:b8-22.204, area: 28535328.000000
cep quadra:b8-22.205, area: 28545024.000000
cep quadra:b8-22.206, area: 28554720.000000
cep quadra:b8-22.207, area: 28564416.000000
cep quadra:b8-22.208, area: 28574112.000000
cep quadra:b8-22.209, area: 28583808.000000
cep quadra:b8-23.76, area: 28593504.000000
cep quadra:b8-23.77, area: 28603200.000000
cep quadra:b8-23.78, area: 28612896.000000
cep quadra:b8-23.79, area: 28622592.000000
cep quadra:b8-23.80, area: 28632288.000000
cep quadra:b8-23.81, area: 28641984.000000
cep quadra:b8-23.82, area: 28651680.000000
cep quadra:b8-23.83, area: 28661376.000000
cep quadra:b8-23.84, area: 28671072.000000
cep quadra:b8-23.85, area: 28680768.000000
cep quadra:b8-23.86, area: 28690464.000000
cep quadra:b8-23.87, area: 28700160.000000
cep quadra:b8-23.88, area: 28709856.000000
cep quadra:b8-23.89, area: 28719552.000000
cep quadra:b8-23.90, area: 28729248.000000
cep quadra:b8-23.91, area: 28738944.000000
cep quadra:b8-23.92, area: 28748640.000000
cep quadra:b8-23.93, area: 28758336.000000
